CUST_NAME,AGE,GENDER,RACE,STATE,MONTHLY_INCOME,ONLINE_CUST
Cust3649,31,[2]Male,[1]Bumiputra,PULAU PINANG,8930,1
Cust3650,31,[2]Male,[1]Bumiputra,KEDAH,2320,1
Cust3651,31,[2]Male,[2]Chinese,SARAWAK,8990,1
Cust3652,31,[2]Male,[1]Bumiputra,JOHOR,5080,1
Cust3653,31,[1]Female,[1]Bumiputra,SARAWAK,2520,1
Cust3654,31,[2]Male,[1]Bumiputra,SARAWAK,15000,1
Cust3655,31,[2]Male,[1]Bumiputra,PAHANG,3460,1
Cust3656,31,[2]Male,[1]Bumiputra,SELANGOR,2550,1
Cust3657,31,[1]Female,[1]Bumiputra,MELAKA,15000,1
Cust3658,31,[1]Female,[1]Bumiputra,SELANGOR,6870,1
Cust3659,31,[2]Male,[1]Bumiputra,JOHOR,2440,1
Cust3660,31,[1]Female,[2]Chinese,NEGERI SEMBILAN,3390,1
Cust3661,31,[1]Female,[2]Chinese,KUALA LUMPUR,4930,1
Cust3662,31,[2]Male,[1]Bumiputra,KUALA LUMPUR,3800,1
Cust3663,31,[1]Female,[2]Chinese,SELANGOR,7990,1
Cust3664,31,[1]Female,[1]Bumiputra,SELANGOR,6600,1
Cust3665,30,[1]Female,[1]Bumiputra,KEDAH,6610,1
Cust3666,30,[2]Male,[1]Bumiputra,PERAK,4250,1
Cust3667,30,[1]Female,[3]Indian,PERAK,6180,1
Cust3668,30,[2]Male,[2]Chinese,KUALA LUMPUR,3850,1
Cust3669,30,[1]Female,[1]Bumiputra,KUALA LUMPUR,2860,1
Cust3670,30,[2]Male,[1]Bumiputra,KUALA LUMPUR,6010,1
Cust3671,30,[2]Male,[1]Bumiputra,PAHANG,4130,1
Cust3672,30,[2]Male,[1]Bumiputra,SELANGOR,4260,1
Cust3673,30,[1]Female,[1]Bumiputra,PUTRAJAYA,5420,1
Cust3674,30,[1]Female,[2]Chinese,KUALA LUMPUR,5100,1
Cust3675,30,[2]Male,[1]Bumiputra,LABUAN,2860,1
Cust3676,30,[2]Male,[1]Bumiputra,SELANGOR,15000,1
Cust3677,30,[1]Female,[1]Bumiputra,KEDAH,1820,1
Cust3678,30,[2]Male,[1]Bumiputra,MELAKA,1960,1
Cust3679,30,[1]Female,[1]Bumiputra,SELANGOR,3420,1
Cust3680,30,[1]Female,[1]Bumiputra,KUALA LUMPUR,5560,1
Cust3681,30,[1]Female,[1]Bumiputra,SELANGOR,4710,1
Cust3682,30,[2]Male,[2]Chinese,KUALA LUMPUR,8420,1
Cust3683,30,[2]Male,[1]Bumiputra,SELANGOR,6830,1
Cust3684,30,[1]Female,[1]Bumiputra,KEDAH,1950,1
Cust3685,30,[1]Female,[2]Chinese,SELANGOR,3320,1
Cust3686,30,[2]Male,[1]Bumiputra,SELANGOR,2650,1
Cust3687,30,[1]Female,[1]Bumiputra,SELANGOR,3810,1
Cust3688,30,[1]Female,[1]Bumiputra,TERENGGANU,6920,1
Cust3689,30,[2]Male,[1]Bumiputra,LABUAN,2990,1
Cust3690,30,[2]Male,[1]Bumiputra,SELANGOR,3320,1
Cust3691,30,[2]Male,[1]Bumiputra,MELAKA,3550,1
Cust3692,30,[1]Female,[1]Bumiputra,KUALA LUMPUR,5450,1
Cust3693,30,[2]Male,[1]Bumiputra,KEDAH,5560,1
Cust3694,30,[1]Female,[1]Bumiputra,SELANGOR,3640,1
Cust3695,30,[1]Female,[1]Bumiputra,JOHOR,2860,1
Cust3696,30,[2]Male,[1]Bumiputra,KUALA LUMPUR,5810,1
Cust3697,30,[1]Female,[1]Bumiputra,SELANGOR,4950,1
Cust3698,30,[2]Male,[1]Bumiputra,MELAKA,3020,1
Cust3699,30,[2]Male,[2]Chinese,KUALA LUMPUR,4700,1
Cust3700,30,[1]Female,[1]Bumiputra,PAHANG,1950,1
Cust3701,30,[1]Female,[1]Bumiputra,NEGERI SEMBILAN,7250,1
Cust3702,30,[2]Male,[1]Bumiputra,KUALA LUMPUR,3140,1
Cust3703,30,[1]Female,[2]Chinese,SARAWAK,5470,1
Cust3704,30,[1]Female,[1]Bumiputra,SELANGOR,3120,1
Cust3705,30,[1]Female,[1]Bumiputra,SELANGOR,3670,1
Cust3706,30,[1]Female,[2]Chinese,PULAU PINANG,4750,1
Cust3707,30,[1]Female,[1]Bumiputra,SELANGOR,3670,1
Cust3708,30,[2]Male,[3]Indian,JOHOR,3780,1
Cust3709,30,[2]Male,[2]Chinese,SELANGOR,2660,1
Cust3710,30,[1]Female,[1]Bumiputra,NEGERI SEMBILAN,2810,1
Cust3711,30,[2]Male,[1]Bumiputra,NEGERI SEMBILAN,3760,1
Cust3712,30,[2]Male,[1]Bumiputra,PULAU PINANG,2350,1
Cust3713,30,[2]Male,[1]Bumiputra,SELANGOR,5980,1
Cust3714,30,[1]Female,[2]Chinese,SELANGOR,3380,1
Cust3715,30,[1]Female,[1]Bumiputra,SELANGOR,2590,1
Cust3716,30,[1]Female,[1]Bumiputra,JOHOR,1990,1
Cust3717,30,[1]Female,[1]Bumiputra,PERAK,4650,1
Cust3718,30,[2]Male,[2]Chinese,SELANGOR,4260,1
Cust3719,30,[2]Male,[1]Bumiputra,KELANTAN,2370,1
Cust3720,30,[2]Male,[1]Bumiputra,PERAK,3240,1
Cust3721,30,[1]Female,[1]Bumiputra,SELANGOR,7370,1
Cust3722,30,[1]Female,[1]Bumiputra,JOHOR,2880,1
Cust3723,30,[2]Male,[1]Bumiputra,SELANGOR,7280,1
Cust3724,30,[2]Male,[1]Bumiputra,JOHOR,4170,1
Cust3725,30,[1]Female,[1]Bumiputra,KUALA LUMPUR,2590,1
Cust3726,30,[1]Female,[1]Bumiputra,SELANGOR,2630,1
Cust3727,30,[1]Female,[1]Bumiputra,KUALA LUMPUR,2520,1
Cust3728,30,[2]Male,[2]Chinese,PAHANG,4000,1
Cust3729,30,[1]Female,[2]Chinese,SABAH,2680,1
Cust3730,30,[1]Female,[1]Bumiputra,SELANGOR,2130,1
Cust3731,30,[2]Male,[1]Bumiputra,KELANTAN,5130,1
Cust3732,30,[1]Female,[2]Chinese,SELANGOR,4670,1
Cust3733,30,[1]Female,[2]Chinese,KUALA LUMPUR,3420,1
Cust3734,30,[2]Male,[1]Bumiputra,KUALA LUMPUR,3000,1
Cust3735,30,[2]Male,[1]Bumiputra,SELANGOR,3380,1
Cust3736,30,[2]Male,[1]Bumiputra,KEDAH,4810,1
Cust3737,30,[1]Female,[1]Bumiputra,NEGERI SEMBILAN,2270,1
Cust3738,30,[2]Male,[1]Bumiputra,SELANGOR,2290,1
Cust3739,30,[1]Female,[1]Bumiputra,PERAK,1950,1
Cust3740,30,[1]Female,[3]Indian,SELANGOR,3450,1
Cust3741,30,[1]Female,[3]Indian,SELANGOR,1830,1
Cust3742,30,[2]Male,[2]Chinese,KUALA LUMPUR,4170,1
Cust3743,30,[2]Male,[1]Bumiputra,NEGERI SEMBILAN,5680,1
Cust3744,30,[1]Female,[1]Bumiputra,KELANTAN,5530,1
Cust3745,30,[1]Female,[1]Bumiputra,PULAU PINANG,3920,1
Cust3746,30,[2]Male,[1]Bumiputra,NEGERI SEMBILAN,10360,1
Cust3747,30,[1]Female,[1]Bumiputra,PULAU PINANG,2960,1
Cust3748,30,[1]Female,[1]Bumiputra,SELANGOR,2520,1
Cust3749,30,[2]Male,[3]Indian,PULAU PINANG,3690,1
Cust3750,30,[2]Male,[1]Bumiputra,SARAWAK,7370,1
Cust3751,30,[1]Female,[2]Chinese,SELANGOR,11390,1
Cust3752,30,[2]Male,[1]Bumiputra,SELANGOR,2810,1
Cust3753,30,[2]Male,[2]Chinese,PULAU PINANG,2910,1
Cust3754,30,[2]Male,[3]Indian,KUALA LUMPUR,4160,1
Cust3755,30,[1]Female,[1]Bumiputra,PERAK,3060,1
Cust3756,30,[1]Female,[1]Bumiputra,PERAK,3550,1
Cust3757,30,[2]Male,[1]Bumiputra,SELANGOR,15000,1
Cust3758,30,[1]Female,[3]Indian,KEDAH,2120,1
Cust3759,30,[2]Male,[1]Bumiputra,SELANGOR,4920,1
Cust3760,30,[2]Male,[1]Bumiputra,KUALA LUMPUR,5350,1
Cust3761,30,[1]Female,[2]Chinese,KUALA LUMPUR,5230,1
Cust3762,30,[1]Female,[1]Bumiputra,MELAKA,2630,1
Cust3763,30,[1]Female,[1]Bumiputra,MELAKA,8320,1
Cust3764,30,[2]Male,[1]Bumiputra,PULAU PINANG,2950,1
Cust3765,30,[2]Male,[1]Bumiputra,KEDAH,2060,1
Cust3766,30,[2]Male,[1]Bumiputra,PUTRAJAYA,15000,1
Cust3767,30,[1]Female,[2]Chinese,NEGERI SEMBILAN,5450,1
Cust3768,30,[2]Male,[1]Bumiputra,SELANGOR,3750,1
Cust3769,30,[2]Male,[1]Bumiputra,JOHOR,3350,1
Cust3770,30,[2]Male,[2]Chinese,SELANGOR,9430,1
Cust3771,30,[2]Male,[1]Bumiputra,PERAK,2660,1
Cust3772,30,[1]Female,[1]Bumiputra,PULAU PINANG,2770,1
Cust3773,30,[2]Male,[1]Bumiputra,KUALA LUMPUR,3070,1
Cust3774,30,[2]Male,[1]Bumiputra,PAHANG,4370,1
Cust3775,30,[2]Male,[1]Bumiputra,PAHANG,5010,1
Cust3776,30,[2]Male,[2]Chinese,KUALA LUMPUR,3570,1
Cust3777,30,[1]Female,[1]Bumiputra,PUTRAJAYA,2010,1
Cust3778,30,[1]Female,[1]Bumiputra,KUALA LUMPUR,2510,1
Cust3779,30,[1]Female,[1]Bumiputra,KELANTAN,5590,1
Cust3780,30,[1]Female,[1]Bumiputra,PULAU PINANG,5510,1
Cust3781,30,[2]Male,[2]Chinese,KEDAH,4030,1
Cust3782,30,[1]Female,[1]Bumiputra,SABAH,1960,1
Cust3783,30,[1]Female,[1]Bumiputra,SELANGOR,5950,1
Cust3784,30,[2]Male,[1]Bumiputra,SELANGOR,8930,1
Cust3785,30,[1]Female,[2]Chinese,SELANGOR,6440,1
Cust3786,30,[2]Male,[2]Chinese,PERAK,2970,1
Cust3787,30,[2]Male,[2]Chinese,JOHOR,3830,1
Cust3788,30,[1]Female,[1]Bumiputra,KELANTAN,2560,1
Cust3789,30,[2]Male,[2]Chinese,SELANGOR,3890,1
Cust3790,30,[2]Male,[1]Bumiputra,SELANGOR,2630,1
Cust3791,30,[2]Male,[1]Bumiputra,PERAK,8480,1
Cust3792,30,[2]Male,[1]Bumiputra,KEDAH,4700,1
Cust3793,30,[1]Female,[1]Bumiputra,KUALA LUMPUR,8770,1
Cust3794,30,[2]Male,[2]Chinese,JOHOR,3350,1
Cust3795,30,[1]Female,[1]Bumiputra,SELANGOR,7520,1
Cust3796,30,[2]Male,[2]Chinese,MELAKA,5160,1
Cust3797,30,[2]Male,[1]Bumiputra,KEDAH,3930,1
Cust3798,30,[1]Female,[1]Bumiputra,TERENGGANU,4290,1
Cust3799,30,[2]Male,[1]Bumiputra,SELANGOR,5910,1
Cust3800,30,[1]Female,[2]Chinese,MELAKA,2390,1
Cust3801,30,[1]Female,[1]Bumiputra,PERAK,2500,1
Cust3802,30,[2]Male,[2]Chinese,SELANGOR,8590,1
Cust3803,30,[2]Male,[1]Bumiputra,KEDAH,3970,1
Cust3804,30,[2]Male,[1]Bumiputra,KELANTAN,9200,1
Cust3805,30,[2]Male,[1]Bumiputra,SELANGOR,5350,1
Cust3806,30,[2]Male,[1]Bumiputra,KUALA LUMPUR,7290,1
Cust3807,30,[1]Female,[1]Bumiputra,PAHANG,3810,1
Cust3808,30,[1]Female,[1]Bumiputra,SELANGOR,2120,1
Cust3809,30,[1]Female,[2]Chinese,KEDAH,4000,1
Cust3810,30,[2]Male,[1]Bumiputra,MELAKA,3360,1
Cust3811,30,[1]Female,[1]Bumiputra,KEDAH,1950,1
Cust3812,30,[1]Female,[1]Bumiputra,SELANGOR,2260,1
Cust3813,30,[1]Female,[1]Bumiputra,PERAK,3230,1
Cust3814,30,[2]Male,[2]Chinese,PERAK,2990,1
Cust3815,30,[1]Female,[1]Bumiputra,KUALA LUMPUR,6040,1
Cust3816,30,[2]Male,[2]Chinese,SELANGOR,3640,1
Cust3817,30,[1]Female,[1]Bumiputra,SELANGOR,3340,1
Cust3818,30,[1]Female,[1]Bumiputra,JOHOR,4010,1
Cust3819,30,[1]Female,[1]Bumiputra,SELANGOR,4700,1
Cust3820,30,[1]Female,[1]Bumiputra,PULAU PINANG,2440,1
Cust3821,30,[2]Male,[1]Bumiputra,KUALA LUMPUR,5210,1
Cust3822,30,[1]Female,[1]Bumiputra,SELANGOR,3630,1
Cust3823,30,[1]Female,[1]Bumiputra,MELAKA,3150,1
Cust3824,30,[2]Male,[2]Chinese,SELANGOR,9080,1
Cust3825,30,[2]Male,[2]Chinese,PERAK,3840,1
Cust3826,30,[2]Male,[1]Bumiputra,KEDAH,4290,1
Cust3827,30,[2]Male,[1]Bumiputra,SELANGOR,4530,1
Cust3828,30,[2]Male,[2]Chinese,JOHOR,6510,1
Cust3829,30,[2]Male,[1]Bumiputra,PERAK,15000,1
Cust3830,30,[1]Female,[1]Bumiputra,SELANGOR,7100,1
Cust3831,30,[1]Female,[3]Indian,KEDAH,7770,1
Cust3832,30,[1]Female,[3]Indian,SELANGOR,4280,1
Cust3833,30,[1]Female,[1]Bumiputra,PERAK,2880,1
Cust3834,30,[2]Male,[1]Bumiputra,JOHOR,4700,1
Cust3835,30,[1]Female,[1]Bumiputra,PAHANG,4430,1
Cust3836,30,[2]Male,[3]Indian,PERAK,2850,1
Cust3837,30,[1]Female,[2]Chinese,SELANGOR,4600,1
Cust3838,30,[1]Female,[1]Bumiputra,SELANGOR,7760,1
Cust3839,30,[2]Male,[1]Bumiputra,KUALA LUMPUR,2410,1
Cust3840,30,[2]Male,[1]Bumiputra,SELANGOR,1990,1
Cust3841,30,[2]Male,[1]Bumiputra,KEDAH,6980,1
Cust3842,30,[1]Female,[1]Bumiputra,MELAKA,4280,1
Cust3843,30,[2]Male,[1]Bumiputra,KUALA LUMPUR,9130,1
Cust3844,30,[2]Male,[1]Bumiputra,PERAK,5880,1
Cust3845,30,[2]Male,[1]Bumiputra,SELANGOR,3400,1
Cust3846,30,[2]Male,[1]Bumiputra,KUALA LUMPUR,7990,1
Cust3847,30,[2]Male,[1]Bumiputra,SELANGOR,2280,1
Cust3848,30,[2]Male,[1]Bumiputra,KEDAH,2410,1
Cust3849,30,[2]Male,[2]Chinese,MELAKA,2430,1
Cust3850,30,[1]Female,[1]Bumiputra,PAHANG,2520,1
Cust3851,30,[1]Female,[3]Indian,SELANGOR,2580,1
Cust3852,30,[2]Male,[1]Bumiputra,MELAKA,2630,1
Cust3853,30,[1]Female,[3]Indian,PERAK,2790,1
Cust3854,30,[2]Male,[1]Bumiputra,SELANGOR,8770,1
Cust3855,30,[2]Male,[1]Bumiputra,KUALA LUMPUR,3240,1
Cust3856,30,[2]Male,[1]Bumiputra,SELANGOR,2450,1
Cust3857,30,[2]Male,[1]Bumiputra,KUALA LUMPUR,1810,1
Cust3858,30,[2]Male,[1]Bumiputra,SELANGOR,4600,1
Cust3859,30,[2]Male,[2]Chinese,KUALA LUMPUR,5310,1
Cust3860,30,[2]Male,[1]Bumiputra,SELANGOR,4830,1
Cust3861,30,[1]Female,[1]Bumiputra,TERENGGANU,2320,1
Cust3862,30,[1]Female,[1]Bumiputra,SARAWAK,5990,1
Cust3863,30,[1]Female,[1]Bumiputra,SELANGOR,1970,1
Cust3864,30,[2]Male,[2]Chinese,SELANGOR,4880,1
Cust3865,30,[2]Male,[1]Bumiputra,KELANTAN,2640,1
Cust3866,30,[2]Male,[1]Bumiputra,SELANGOR,4420,1
Cust3867,30,[2]Male,[2]Chinese,PULAU PINANG,12400,1
Cust3868,30,[1]Female,[2]Chinese,KUALA LUMPUR,3150,1
Cust3869,30,[1]Female,[1]Bumiputra,JOHOR,3110,1
Cust3870,30,[2]Male,[1]Bumiputra,SELANGOR,4160,1
Cust3871,30,[1]Female,[2]Chinese,KUALA LUMPUR,15000,1
Cust3872,30,[1]Female,[2]Chinese,PULAU PINANG,2500,1
Cust3873,30,[1]Female,[2]Chinese,KUALA LUMPUR,5030,1
Cust3874,29,[1]Female,[1]Bumiputra,MELAKA,11390,1
Cust3875,29,[1]Female,[3]Indian,KUALA LUMPUR,3210,1
Cust3876,29,[1]Female,[1]Bumiputra,NEGERI SEMBILAN,2700,1
Cust3877,29,[1]Female,[1]Bumiputra,PULAU PINANG,5660,1
Cust3878,29,[1]Female,[1]Bumiputra,SELANGOR,9070,1
Cust3879,29,[2]Male,[1]Bumiputra,SELANGOR,3070,1
Cust3880,29,[2]Male,[1]Bumiputra,PAHANG,6580,1
Cust3881,29,[2]Male,[1]Bumiputra,SELANGOR,2710,1
Cust3882,29,[1]Female,[2]Chinese,PULAU PINANG,2100,1
Cust3883,29,[1]Female,[1]Bumiputra,KUALA LUMPUR,11230,1
Cust3884,29,[2]Male,[1]Bumiputra,PERAK,3100,1
Cust3885,29,[2]Male,[1]Bumiputra,KUALA LUMPUR,2860,1
Cust3886,29,[1]Female,[1]Bumiputra,JOHOR,2280,1
Cust3887,29,[2]Male,[2]Chinese,KEDAH,3900,1
Cust3888,29,[1]Female,[1]Bumiputra,SELANGOR,3450,1
Cust3889,29,[1]Female,[1]Bumiputra,SELANGOR,4070,1
Cust3890,29,[1]Female,[1]Bumiputra,PULAU PINANG,5170,1
Cust3891,29,[2]Male,[1]Bumiputra,PERLIS,2880,1
Cust3892,29,[1]Female,[1]Bumiputra,JOHOR,5940,1
Cust3893,29,[1]Female,[1]Bumiputra,SELANGOR,4410,1
Cust3894,29,[2]Male,[2]Chinese,PULAU PINANG,3950,1
Cust3895,29,[1]Female,[1]Bumiputra,SABAH,8930,1
Cust3896,29,[2]Male,[1]Bumiputra,KELANTAN,8230,1
Cust3897,29,[2]Male,[1]Bumiputra,KELANTAN,8850,1
Cust3898,29,[1]Female,[1]Bumiputra,SELANGOR,2990,1
Cust3899,29,[2]Male,[1]Bumiputra,KUALA LUMPUR,5320,1
Cust3900,29,[1]Female,[2]Chinese,KUALA LUMPUR,2400,1
Cust3901,29,[1]Female,[2]Chinese,SELANGOR,3600,1
Cust3902,29,[2]Male,[1]Bumiputra,PERAK,2690,1
Cust3903,29,[2]Male,[1]Bumiputra,JOHOR,9270,1
Cust3904,29,[2]Male,[1]Bumiputra,NEGERI SEMBILAN,5000,1
Cust3905,29,[2]Male,[1]Bumiputra,NEGERI SEMBILAN,7670,1
Cust3906,29,[2]Male,[1]Bumiputra,PUTRAJAYA,5350,1
Cust3907,29,[2]Male,[2]Chinese,SELANGOR,6740,1
Cust3908,29,[2]Male,[1]Bumiputra,SELANGOR,5260,1
Cust3909,29,[1]Female,[1]Bumiputra,SELANGOR,4090,1
Cust3910,29,[2]Male,[2]Chinese,KUALA LUMPUR,19750,1
Cust3911,29,[2]Male,[2]Chinese,KUALA LUMPUR,7320,1
Cust3912,29,[1]Female,[3]Indian,KUALA LUMPUR,8590,1
Cust3913,29,[2]Male,[1]Bumiputra,PULAU PINANG,1850,1
Cust3914,29,[2]Male,[1]Bumiputra,SELANGOR,2750,1
Cust3915,29,[2]Male,[1]Bumiputra,SARAWAK,4540,1
Cust3916,29,[2]Male,[1]Bumiputra,SELANGOR,4050,1
Cust3917,29,[2]Male,[2]Chinese,KEDAH,3560,1
Cust3918,29,[2]Male,[3]Indian,SELANGOR,15000,1
Cust3919,29,[1]Female,[1]Bumiputra,JOHOR,4870,1
Cust3920,29,[1]Female,[1]Bumiputra,NEGERI SEMBILAN,1960,1
Cust3921,29,[1]Female,[1]Bumiputra,SABAH,9490,1
Cust3922,29,[2]Male,[1]Bumiputra,KELANTAN,2110,1
Cust3923,29,[1]Female,[1]Bumiputra,SELANGOR,1960,1
Cust3924,29,[1]Female,[1]Bumiputra,JOHOR,3240,1
Cust3925,29,[1]Female,[2]Chinese,SELANGOR,3650,1
Cust3926,29,[2]Male,[1]Bumiputra,SELANGOR,6240,1
Cust3927,29,[1]Female,[1]Bumiputra,SELANGOR,3460,1
Cust3928,29,[2]Male,[1]Bumiputra,KUALA LUMPUR,4620,1
Cust3929,29,[2]Male,[1]Bumiputra,SELANGOR,4440,1
Cust3930,29,[1]Female,[2]Chinese,PERAK,3260,1
Cust3931,29,[1]Female,[1]Bumiputra,SELANGOR,4560,1
Cust3932,29,[1]Female,[1]Bumiputra,JOHOR,3770,1
Cust3933,29,[2]Male,[3]Indian,KEDAH,2740,1
Cust3934,29,[1]Female,[1]Bumiputra,KELANTAN,5650,1
Cust3935,29,[1]Female,[1]Bumiputra,KUALA LUMPUR,3110,1
Cust3936,29,[1]Female,[1]Bumiputra,SELANGOR,2050,1
Cust3937,29,[1]Female,[1]Bumiputra,KUALA LUMPUR,2910,1
Cust3938,29,[1]Female,[1]Bumiputra,SELANGOR,3220,1
Cust3939,29,[2]Male,[2]Chinese,PERAK,3820,1
Cust3940,29,[1]Female,[1]Bumiputra,KUALA LUMPUR,2880,1
Cust3941,29,[2]Male,[1]Bumiputra,SELANGOR,3250,1
Cust3942,29,[2]Male,[1]Bumiputra,PAHANG,4510,1
Cust3943,29,[2]Male,[1]Bumiputra,SELANGOR,5720,1
Cust3944,29,[1]Female,[1]Bumiputra,SELANGOR,3560,1
Cust3945,29,[2]Male,[1]Bumiputra,PAHANG,5280,1
Cust3946,29,[2]Male,[1]Bumiputra,JOHOR,2830,1
Cust3947,29,[1]Female,[1]Bumiputra,SELANGOR,4050,1
Cust3948,29,[1]Female,[1]Bumiputra,KUALA LUMPUR,3960,1
Cust3949,29,[1]Female,[1]Bumiputra,SELANGOR,4420,1
Cust3950,29,[2]Male,[1]Bumiputra,KELANTAN,2830,1
Cust3951,29,[1]Female,[1]Bumiputra,TERENGGANU,3110,1
Cust3952,29,[1]Female,[1]Bumiputra,PERAK,8890,1
Cust3953,29,[1]Female,[2]Chinese,PULAU PINANG,3690,1
Cust3954,29,[1]Female,[1]Bumiputra,SELANGOR,2860,1
Cust3955,29,[1]Female,[1]Bumiputra,KELANTAN,3130,1
Cust3956,29,[1]Female,[2]Chinese,SELANGOR,2870,1
Cust3957,29,[2]Male,[2]Chinese,PULAU PINANG,4430,1
Cust3958,29,[1]Female,[3]Indian,PULAU PINANG,2480,1
Cust3959,29,[2]Male,[1]Bumiputra,KEDAH,4590,1
Cust3960,29,[2]Male,[1]Bumiputra,JOHOR,8030,1
Cust3961,29,[1]Female,[1]Bumiputra,SELANGOR,3790,1
Cust3962,29,[2]Male,[1]Bumiputra,SELANGOR,3710,1
Cust3963,29,[2]Male,[1]Bumiputra,SELANGOR,5480,1
Cust3964,29,[1]Female,[2]Chinese,SELANGOR,5760,1
Cust3965,29,[1]Female,[2]Chinese,PERAK,5500,1
Cust3966,29,[2]Male,[1]Bumiputra,PULAU PINANG,2700,1
Cust3967,29,[2]Male,[1]Bumiputra,PERAK,2660,1
Cust3968,29,[1]Female,[1]Bumiputra,JOHOR,4180,1
Cust3969,29,[1]Female,[2]Chinese,SELANGOR,3840,1
Cust3970,29,[1]Female,[1]Bumiputra,SELANGOR,3910,1
Cust3971,29,[1]Female,[1]Bumiputra,SELANGOR,3300,1
Cust3972,29,[1]Female,[1]Bumiputra,TERENGGANU,2860,1
Cust3973,29,[1]Female,[1]Bumiputra,JOHOR,2760,1
Cust3974,29,[1]Female,[1]Bumiputra,KEDAH,3630,1
Cust3975,29,[2]Male,[2]Chinese,KUALA LUMPUR,9320,1
Cust3976,29,[1]Female,[1]Bumiputra,NEGERI SEMBILAN,2690,1
Cust3977,29,[2]Male,[1]Bumiputra,PULAU PINANG,3600,1
Cust3978,29,[2]Male,[1]Bumiputra,SELANGOR,6430,1
Cust3979,29,[1]Female,[1]Bumiputra,SELANGOR,4570,1
Cust3980,29,[2]Male,[1]Bumiputra,SELANGOR,10230,1
Cust3981,29,[1]Female,[1]Bumiputra,SELANGOR,3220,1
Cust3982,29,[2]Male,[1]Bumiputra,SELANGOR,4960,1
Cust3983,29,[1]Female,[1]Bumiputra,PERAK,3820,1
Cust3984,29,[1]Female,[2]Chinese,PULAU PINANG,4730,1
Cust3985,29,[2]Male,[1]Bumiputra,SELANGOR,4020,1
Cust3986,29,[1]Female,[2]Chinese,SELANGOR,4400,1
Cust3987,29,[2]Male,[2]Chinese,PULAU PINANG,2810,1
Cust3988,29,[2]Male,[2]Chinese,PERAK,5780,1
Cust3989,29,[2]Male,[2]Chinese,KELANTAN,4030,1
Cust3990,29,[1]Female,[1]Bumiputra,MELAKA,7260,1
Cust3991,29,[1]Female,[1]Bumiputra,SELANGOR,2540,1
Cust3992,29,[1]Female,[1]Bumiputra,SELANGOR,3210,1
Cust3993,29,[1]Female,[2]Chinese,MELAKA,2340,1
Cust3994,29,[2]Male,[1]Bumiputra,SELANGOR,3180,1
Cust3995,29,[2]Male,[2]Chinese,PULAU PINANG,5340,1
Cust3996,29,[2]Male,[2]Chinese,JOHOR,5510,1
Cust3997,29,[1]Female,[3]Indian,PERAK,5290,1
Cust3998,29,[2]Male,[1]Bumiputra,JOHOR,2150,1
Cust3999,29,[1]Female,[1]Bumiputra,PERAK,3630,1
Cust4000,29,[1]Female,[1]Bumiputra,KEDAH,2720,1
Cust4001,29,[2]Male,[1]Bumiputra,PERAK,3990,1
Cust4002,29,[2]Male,[1]Bumiputra,SELANGOR,8150,1
Cust4003,29,[2]Male,[1]Bumiputra,KEDAH,5860,1
Cust4004,29,[1]Female,[1]Bumiputra,SELANGOR,1860,1
Cust4005,29,[1]Female,[1]Bumiputra,KEDAH,5740,1
Cust4006,29,[1]Female,[1]Bumiputra,SELANGOR,11570,1
Cust4007,29,[2]Male,[1]Bumiputra,JOHOR,3890,1
Cust4008,29,[1]Female,[1]Bumiputra,SELANGOR,3650,1
Cust4009,29,[2]Male,[1]Bumiputra,SELANGOR,3770,1
Cust4010,29,[1]Female,[1]Bumiputra,SELANGOR,4190,1
Cust4011,29,[1]Female,[2]Chinese,JOHOR,4090,1
Cust4012,29,[2]Male,[1]Bumiputra,NEGERI SEMBILAN,1910,1
Cust4013,29,[1]Female,[1]Bumiputra,NEGERI SEMBILAN,2350,1
Cust4014,29,[2]Male,[1]Bumiputra,KEDAH,4410,1
Cust4015,29,[2]Male,[2]Chinese,SELANGOR,2940,1
Cust4016,29,[1]Female,[1]Bumiputra,PERAK,4010,1
Cust4017,29,[1]Female,[1]Bumiputra,MELAKA,2270,1
Cust4018,29,[1]Female,[1]Bumiputra,SELANGOR,2410,1
Cust4019,29,[1]Female,[1]Bumiputra,PAHANG,3430,1
Cust4020,29,[2]Male,[1]Bumiputra,KELANTAN,4490,1
Cust4021,29,[1]Female,[2]Chinese,PERAK,2540,1
Cust4022,29,[2]Male,[1]Bumiputra,KEDAH,5720,1
Cust4023,29,[2]Male,[1]Bumiputra,PERAK,8830,1
Cust4024,29,[1]Female,[1]Bumiputra,KEDAH,3710,1
Cust4025,29,[1]Female,[1]Bumiputra,KEDAH,2420,1
Cust4026,29,[2]Male,[1]Bumiputra,NEGERI SEMBILAN,2570,1
Cust4027,29,[2]Male,[1]Bumiputra,SELANGOR,14960,1
Cust4028,29,[2]Male,[1]Bumiputra,SELANGOR,5420,1
Cust4029,29,[1]Female,[2]Chinese,KUALA LUMPUR,4240,1
Cust4030,29,[1]Female,[1]Bumiputra,KEDAH,3110,1
Cust4031,29,[1]Female,[1]Bumiputra,NEGERI SEMBILAN,6900,1
Cust4032,29,[1]Female,[1]Bumiputra,PERAK,2880,1
Cust4033,29,[1]Female,[1]Bumiputra,TERENGGANU,2000,1
Cust4034,29,[1]Female,[1]Bumiputra,JOHOR,2310,1
Cust4035,29,[1]Female,[1]Bumiputra,SELANGOR,3480,1
